Gene stable ID	Gene name	Gene description	NCBI gene (formerly Entrezgene) ID
ENSMUSG00000027115	Kif18a	kinesin family member 18A [Source:MGI Symbol;Acc:MGI:2446977]	228421
ENSMUSG00000027167	Elp4	elongator acetyltransferase complex subunit 4 [Source:MGI Symbol;Acc:MGI:1925016]	77766
ENSMUSG00000027199	Gatm	glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:MGI Symbol;Acc:MGI:1914342]	67092
ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:MGI Symbol;Acc:MGI:2387661]	214968
ENSMUSG00000027204	Fbn1	fibrillin 1 [Source:MGI Symbol;Acc:MGI:95489]	14118
ENSMUSG00000027208	Fgf7	fibroblast growth factor 7 [Source:MGI Symbol;Acc:MGI:95521]	14178
ENSMUSG00000027210	Meis2	Meis homeobox 2 [Source:MGI Symbol;Acc:MGI:108564]	17536
ENSMUSG00000027215	Cd82	CD82 antigen [Source:MGI Symbol;Acc:MGI:104651]	12521
ENSMUSG00000027217	Tspan18	tetraspanin 18 [Source:MGI Symbol;Acc:MGI:1917186]	241556
ENSMUSG00000027221	Chst1	carbohydrate sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1924219]	76969
ENSMUSG00000027238	Frmd5	FERM domain containing 5 [Source:MGI Symbol;Acc:MGI:2442557]	228564
ENSMUSG00000027239	Mdk	midkine [Source:MGI Symbol;Acc:MGI:96949]	17242
ENSMUSG00000027253	Lrp4	low density lipoprotein receptor-related protein 4 [Source:MGI Symbol;Acc:MGI:2442252]	228357
ENSMUSG00000027276	Jag1	jagged 1 [Source:MGI Symbol;Acc:MGI:1095416]	16449
ENSMUSG00000027293	Ehd4	EH-domain containing 4 [Source:MGI Symbol;Acc:MGI:1919619]	98878
ENSMUSG00000027306	Nusap1	nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]	108907
ENSMUSG00000027314	Dll4	delta like canonical Notch ligand 4 [Source:MGI Symbol;Acc:MGI:1859388]	54485
ENSMUSG00000027318	Adam33	a disintegrin and metallopeptidase domain 33 [Source:MGI Symbol;Acc:MGI:1341813]	110751
ENSMUSG00000027333	Smox	spermine oxidase [Source:MGI Symbol;Acc:MGI:2445356]	228608
ENSMUSG00000027338	Prnd	prion like protein doppel [Source:MGI Symbol;Acc:MGI:1346999]	26434
ENSMUSG00000027339	Rassf2	Ras association (RalGDS/AF-6) domain family member 2 [Source:MGI Symbol;Acc:MGI:2442060]	215653
ENSMUSG00000027351	Spred1	sprouty protein with EVH-1 domain 1, related sequence [Source:MGI Symbol;Acc:MGI:2150016]	114715
ENSMUSG00000027358	Bmp2	bone morphogenetic protein 2 [Source:MGI Symbol;Acc:MGI:88177]	12156
ENSMUSG00000027360	Hdc	histidine decarboxylase [Source:MGI Symbol;Acc:MGI:96062]	15186
ENSMUSG00000027361	Gabpb1	GA repeat binding protein, beta 1 [Source:MGI Symbol;Acc:MGI:95611]	14391
ENSMUSG00000027368	Dusp2	dual specificity phosphatase 2 [Source:MGI Symbol;Acc:MGI:101911]	13537
ENSMUSG00000027375	Mal	myelin and lymphocyte protein, T cell differentiation protein [Source:MGI Symbol;Acc:MGI:892970]	17153
ENSMUSG00000027377	Mall	mal, T cell differentiation protein-like [Source:MGI Symbol;Acc:MGI:2385152]	228576
ENSMUSG00000027381	Bcl2l11	BCL2-like 11 (apoptosis facilitator) [Source:MGI Symbol;Acc:MGI:1197519]	12125
ENSMUSG00000027397	Slc20a1	solute carrier family 20, member 1 [Source:MGI Symbol;Acc:MGI:108392]	20515
ENSMUSG00000027398	Il1b	interleukin 1 beta [Source:MGI Symbol;Acc:MGI:96543]	16176
ENSMUSG00000027399	Il1a	interleukin 1 alpha [Source:MGI Symbol;Acc:MGI:96542]	16175
ENSMUSG00000027400	Pdyn	prodynorphin [Source:MGI Symbol;Acc:MGI:97535]	18610
ENSMUSG00000027408	Cpxm1	carboxypeptidase X 1 (M14 family) [Source:MGI Symbol;Acc:MGI:1934569]	56264
ENSMUSG00000027420	Bfsp1	beaded filament structural protein 1, in lens-CP94 [Source:MGI Symbol;Acc:MGI:101770]	12075
ENSMUSG00000027423	Snx5	sorting nexin 5 [Source:MGI Symbol;Acc:MGI:1916428]	69178
ENSMUSG00000027435	Cd93	CD93 antigen [Source:MGI Symbol;Acc:MGI:106664]	17064
ENSMUSG00000027459	Fam110a	family with sequence similarity 110, member A [Source:MGI Symbol;Acc:MGI:1921097]	73847
ENSMUSG00000027463	Slc52a3	solute carrier protein family 52, member 3 [Source:MGI Symbol;Acc:MGI:1916948]	69698
ENSMUSG00000027469	Tpx2	TPX2, microtubule-associated [Source:MGI Symbol;Acc:MGI:1919369]	72119
ENSMUSG00000027474	Ccm2l	cerebral cavernous malformation 2-like [Source:MGI Symbol;Acc:MGI:2385159]	228788
ENSMUSG00000027500	Stmn2	stathmin-like 2 [Source:MGI Symbol;Acc:MGI:98241]	20257
ENSMUSG00000027508	Pag1	phosphoprotein associated with glycosphingolipid microdomains 1 [Source:MGI Symbol;Acc:MGI:2443160]	94212
ENSMUSG00000027510	Rbm38	RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294]	56190
ENSMUSG00000027513	Pck1	phosphoenolpyruvate carboxykinase 1, cytosolic [Source:MGI Symbol;Acc:MGI:97501]	18534
ENSMUSG00000027514	Zbp1	Z-DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1927449]	58203
ENSMUSG00000027524	Edn3	endothelin 3 [Source:MGI Symbol;Acc:MGI:95285]	13616
ENSMUSG00000027533	Fabp5	fatty acid binding protein 5, epidermal [Source:MGI Symbol;Acc:MGI:101790]	16592
ENSMUSG00000027544	Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	18019
ENSMUSG00000027559	Car3	carbonic anhydrase 3 [Source:MGI Symbol;Acc:MGI:88270]	12350
ENSMUSG00000027562	Car2	carbonic anhydrase 2 [Source:MGI Symbol;Acc:MGI:88269]	12349
ENSMUSG00000027574	Nkain4	Na+/K+ transporting ATPase interacting 4 [Source:MGI Symbol;Acc:MGI:1915372]	58237
ENSMUSG00000027577	Chrna4	cholinergic receptor, nicotinic, alpha polypeptide 4 [Source:MGI Symbol;Acc:MGI:87888]	11438
ENSMUSG00000027580	Helz2	helicase with zinc finger 2, transcriptional coactivator [Source:MGI Symbol;Acc:MGI:2385169]	229003
ENSMUSG00000027596	a	nonagouti [Source:MGI Symbol;Acc:MGI:87853]	50518
ENSMUSG00000027611	Procr	protein C receptor, endothelial [Source:MGI Symbol;Acc:MGI:104596]	19124
ENSMUSG00000027636	Sla2	Src-like-adaptor 2 [Source:MGI Symbol;Acc:MGI:1925049]	77799
ENSMUSG00000027639	Samhd1	SAM domain and HD domain, 1 [Source:MGI Symbol;Acc:MGI:1927468]	56045
ENSMUSG00000027654	Fam83d	family with sequence similarity 83, member D [Source:MGI Symbol;Acc:MGI:1919128]	71878
ENSMUSG00000027660	Skil	SKI-like [Source:MGI Symbol;Acc:MGI:106203]	20482
ENSMUSG00000027669	Gnb4	guanine nucleotide binding protein (G protein), beta 4 [Source:MGI Symbol;Acc:MGI:104581]	14696
ENSMUSG00000027670	Ocstamp	osteoclast stimulatory transmembrane protein [Source:MGI Symbol;Acc:MGI:1921864]	74614
ENSMUSG00000027674	Pex5l	peroxisomal biogenesis factor 5-like [Source:MGI Symbol;Acc:MGI:1916672]	58869
ENSMUSG00000027684	Mecom	MDS1 and EVI1 complex locus [Source:MGI Symbol;Acc:MGI:95457]	14013
ENSMUSG00000027690	Slc2a2	solute carrier family 2 (facilitated glucose transporter), member 2 [Source:MGI Symbol;Acc:MGI:1095438]	20526
ENSMUSG00000027692	Tnik	TRAF2 and NCK interacting kinase [Source:MGI Symbol;Acc:MGI:1916264]	665113
ENSMUSG00000027716	Trpc3	transient receptor potential cation channel, subfamily C, member 3 [Source:MGI Symbol;Acc:MGI:109526]	22065
ENSMUSG00000027718	Il21	interleukin 21 [Source:MGI Symbol;Acc:MGI:1890474]	60505
ENSMUSG00000027737	Slc7a11	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 [Source:MGI Symbol;Acc:MGI:1347355]	26570
ENSMUSG00000027750	Postn	periostin, osteoblast specific factor [Source:MGI Symbol;Acc:MGI:1926321]	50706
ENSMUSG00000027761	Aadac	arylacetamide deacetylase [Source:MGI Symbol;Acc:MGI:1915008]	67758
ENSMUSG00000027776	Il12a	interleukin 12a [Source:MGI Symbol;Acc:MGI:96539]	16159
ENSMUSG00000027790	Sis	sucrase isomaltase (alpha-glucosidase) [Source:MGI Symbol;Acc:MGI:1917233]	69983
ENSMUSG00000027797	Dclk1	doublecortin-like kinase 1 [Source:MGI Symbol;Acc:MGI:1330861]	13175
ENSMUSG00000027799	Nbea	neurobeachin [Source:MGI Symbol;Acc:MGI:1347075]	26422
ENSMUSG00000027800	Tm4sf1	transmembrane 4 superfamily member 1 [Source:MGI Symbol;Acc:MGI:104678]	17112
ENSMUSG00000027801	Tm4sf4	transmembrane 4 superfamily member 4 [Source:MGI Symbol;Acc:MGI:2385173]	229302
ENSMUSG00000027803	Wwtr1	WW domain containing transcription regulator 1 [Source:MGI Symbol;Acc:MGI:1917649]	97064
ENSMUSG00000027820	Mme	membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]	17380
ENSMUSG00000027827	Kcnab1	potassium voltage-gated channel, shaker-related subfamily, beta member 1 [Source:MGI Symbol;Acc:MGI:109155]	16497
ENSMUSG00000027832	Ptx3	pentraxin related gene [Source:MGI Symbol;Acc:MGI:104641]	19288
ENSMUSG00000027843	Ptpn22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid) [Source:MGI Symbol;Acc:MGI:107170]	19260
ENSMUSG00000027848	Olfml3	olfactomedin-like 3 [Source:MGI Symbol;Acc:MGI:1914877]	99543
ENSMUSG00000027859	Ngf	nerve growth factor [Source:MGI Symbol;Acc:MGI:97321]	18049
ENSMUSG00000027861	Casq2	calsequestrin 2 [Source:MGI Symbol;Acc:MGI:1309469]	12373
ENSMUSG00000027863	Cd2	CD2 antigen [Source:MGI Symbol;Acc:MGI:88320]	12481
ENSMUSG00000027875	Hmgcs2	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 [Source:MGI Symbol;Acc:MGI:101939]	15360
ENSMUSG00000027876	Reg4	regenerating islet-derived family, member 4 [Source:MGI Symbol;Acc:MGI:1914959]	67709
ENSMUSG00000027878	Notch2	notch 2 [Source:MGI Symbol;Acc:MGI:97364]	18129
ENSMUSG00000027907	S100a11	S100 calcium binding protein A11 [Source:MGI Symbol;Acc:MGI:1338798]	20195
ENSMUSG00000027954	Efna1	ephrin A1 [Source:MGI Symbol;Acc:MGI:103236]	13636
ENSMUSG00000027962	Vcam1	vascular cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:98926]	22329
ENSMUSG00000027966	Col11a1	collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]	12814
ENSMUSG00000027971	Ndst4	N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4 [Source:MGI Symbol;Acc:MGI:1932545]	64580
ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770]	16842
ENSMUSG00000027995	Tlr2	toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060]	24088
ENSMUSG00000027996	Sfrp2	secreted frizzled-related protein 2 [Source:MGI Symbol;Acc:MGI:108078]	20319
ENSMUSG00000028003	Lrat	lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase) [Source:MGI Symbol;Acc:MGI:1891259]	79235
ENSMUSG00000028017	Egf	epidermal growth factor [Source:MGI Symbol;Acc:MGI:95290]	13645
ENSMUSG00000028031	Dkk2	dickkopf WNT signaling pathway inhibitor 2 [Source:MGI Symbol;Acc:MGI:1890663]	56811
ENSMUSG00000028033	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5 [Source:MGI Symbol;Acc:MGI:1924937]	226922
ENSMUSG00000028037	Ifi44	interferon-induced protein 44 [Source:MGI Symbol;Acc:MGI:2443016]	99899
ENSMUSG00000028041	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin) [Source:MGI Symbol;Acc:MGI:1333882]	11490
ENSMUSG00000028063	Lmna	lamin A [Source:MGI Symbol;Acc:MGI:96794]	16905
ENSMUSG00000028064	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A [Source:MGI Symbol;Acc:MGI:107560]	20351
ENSMUSG00000028071	Sh2d2a	SH2 domain containing 2A [Source:MGI Symbol;Acc:MGI:1351596]	27371
ENSMUSG00000028072	Ntrk1	neurotrophic tyrosine kinase, receptor, type 1 [Source:MGI Symbol;Acc:MGI:97383]	18211
ENSMUSG00000028073	Pear1	platelet endothelial aggregation receptor 1 [Source:MGI Symbol;Acc:MGI:1920432]	73182
ENSMUSG00000028080	Lrba	LPS-responsive beige-like anchor [Source:MGI Symbol;Acc:MGI:1933162]	80877
ENSMUSG00000028086	Fbxw7	F-box and WD-40 domain protein 7 [Source:MGI Symbol;Acc:MGI:1354695]	50754
ENSMUSG00000028100	Nudt17	nudix hydrolase 17 [Source:MGI Symbol;Acc:MGI:1925623]	78373
ENSMUSG00000028108	Ecm1	extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:103060]	13601
ENSMUSG00000028111	Ctsk	cathepsin K [Source:MGI Symbol;Acc:MGI:107823]	13038
ENSMUSG00000028128	F3	coagulation factor III [Source:MGI Symbol;Acc:MGI:88381]	14066
ENSMUSG00000028159	Dapp1	dual adaptor for phosphotyrosine and 3-phosphoinositides 1 [Source:MGI Symbol;Acc:MGI:1347063]	26377
ENSMUSG00000028161	Ppp3ca	protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]	19055
ENSMUSG00000028163	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]	18033
ENSMUSG00000028175	Depdc1a	DEP domain containing 1a [Source:MGI Symbol;Acc:MGI:1923381]	76131
ENSMUSG00000028211	Trp53inp1	transformation related protein 53 inducible nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1926609]	60599
ENSMUSG00000028214	Gem	GTP binding protein (gene overexpressed in skeletal muscle) [Source:MGI Symbol;Acc:MGI:99844]	14579
ENSMUSG00000028222	Calb1	calbindin 1 [Source:MGI Symbol;Acc:MGI:88248]	12307
ENSMUSG00000028226	Mmp16	matrix metallopeptidase 16 [Source:MGI Symbol;Acc:MGI:1276107]	17389
ENSMUSG00000028234	Rps20	ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]	67427
ENSMUSG00000028238	Atp6v0d2	ATPase, H+ transporting, lysosomal V0 subunit D2 [Source:MGI Symbol;Acc:MGI:1924415]	242341
ENSMUSG00000028255	Clca1	chloride channel accessory 1 [Source:MGI Symbol;Acc:MGI:1346342]	23844
ENSMUSG00000028259	Fhl5	four and a half LIM domains 5 [Source:MGI Symbol;Acc:MGI:1913192]	57756
ENSMUSG00000028266	Lmo4	LIM domain only 4 [Source:MGI Symbol;Acc:MGI:109360]	16911
ENSMUSG00000028273	Pdlim5	PDZ and LIM domain 5 [Source:MGI Symbol;Acc:MGI:1927489]	56376
ENSMUSG00000028298	Cga	glycoprotein hormones, alpha subunit [Source:MGI Symbol;Acc:MGI:88390]	12640
ENSMUSG00000028307	Aldob	aldolase B, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87995]	230163
ENSMUSG00000028312	Smc2	structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]	14211
ENSMUSG00000028332	Hemgn	hemogen [Source:MGI Symbol;Acc:MGI:2136910]	93966
ENSMUSG00000028339	Col15a1	collagen, type XV, alpha 1 [Source:MGI Symbol;Acc:MGI:88449]	12819
ENSMUSG00000028341	Nr4a3	nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]	18124
ENSMUSG00000028354	Fmn2	formin 2 [Source:MGI Symbol;Acc:MGI:1859252]	54418
ENSMUSG00000028356	Ambp	alpha 1 microglobulin/bikunin precursor [Source:MGI Symbol;Acc:MGI:88002]	11699
ENSMUSG00000028360	Slc44a5	solute carrier family 44, member 5 [Source:MGI Symbol;Acc:MGI:3035141]	242259
ENSMUSG00000028362	Tnfsf8	tumor necrosis factor (ligand) superfamily, member 8 [Source:MGI Symbol;Acc:MGI:88328]	21949
ENSMUSG00000028364	Tnc	tenascin C [Source:MGI Symbol;Acc:MGI:101922]	21923
ENSMUSG00000028367	Txn1	thioredoxin 1 [Source:MGI Symbol;Acc:MGI:98874]	22166
ENSMUSG00000028369	Svep1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1 [Source:MGI Symbol;Acc:MGI:1928849]	64817
ENSMUSG00000028370	Pappa	pregnancy-associated plasma protein A [Source:MGI Symbol;Acc:MGI:97479]	18491
ENSMUSG00000028378	Ptgr1	prostaglandin reductase 1 [Source:MGI Symbol;Acc:MGI:1914353]	67103
ENSMUSG00000028381	Ugcg	UDP-glucose ceramide glucosyltransferase [Source:MGI Symbol;Acc:MGI:1332243]	22234
ENSMUSG00000028386	Slc46a2	solute carrier family 46, member 2 [Source:MGI Symbol;Acc:MGI:1353616]	30936
ENSMUSG00000028399	Ptprd	protein tyrosine phosphatase, receptor type, D [Source:MGI Symbol;Acc:MGI:97812]	19266
ENSMUSG00000028410	Dnaja1	DnaJ heat shock protein family (Hsp40) member A1 [Source:MGI Symbol;Acc:MGI:1270129]	15502
ENSMUSG00000028413	B4galt1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]	14595
ENSMUSG00000028415	Spink4	serine peptidase inhibitor, Kazal type 4 [Source:MGI Symbol;Acc:MGI:1341848]	20731
ENSMUSG00000028435	Aqp3	aquaporin 3 [Source:MGI Symbol;Acc:MGI:1333777]	11828
ENSMUSG00000028445	Enho	energy homeostasis associated [Source:MGI Symbol;Acc:MGI:1916888]	69638
ENSMUSG00000028459	Cd72	CD72 antigen [Source:MGI Symbol;Acc:MGI:88345]	12517
ENSMUSG00000028460	Sit1	suppression inducing transmembrane adaptor 1 [Source:MGI Symbol;Acc:MGI:1889342]	54390
ENSMUSG00000028463	Car9	carbonic anhydrase 9 [Source:MGI Symbol;Acc:MGI:2447188]	230099
ENSMUSG00000028465	Tln1	talin 1 [Source:MGI Symbol;Acc:MGI:1099832]	21894
ENSMUSG00000028480	Glipr2	GLI pathogenesis-related 2 [Source:MGI Symbol;Acc:MGI:1917770]	384009
ENSMUSG00000028487	Bnc2	basonuclin 2 [Source:MGI Symbol;Acc:MGI:2443805]	242509
ENSMUSG00000028488	Sh3gl2	SH3-domain GRB2-like 2 [Source:MGI Symbol;Acc:MGI:700009]	20404
ENSMUSG00000028494	Plin2	perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]	11520
ENSMUSG00000028524	Sgip1	SH3-domain GRB2-like (endophilin) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1920344]	73094
ENSMUSG00000028525	Pde4b	phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]	18578
ENSMUSG00000028553	Angptl3	angiopoietin-like 3 [Source:MGI Symbol;Acc:MGI:1353627]	30924
ENSMUSG00000028565	Nfia	nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]	18027
ENSMUSG00000028581	Laptm5	lysosomal-associated protein transmembrane 5 [Source:MGI Symbol;Acc:MGI:108046]	16792
ENSMUSG00000028583	Pdpn	podoplanin [Source:MGI Symbol;Acc:MGI:103098]	14726
ENSMUSG00000028599	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b [Source:MGI Symbol;Acc:MGI:1314883]	21938
ENSMUSG00000028600	Podn	podocan [Source:MGI Symbol;Acc:MGI:2674939]	242608
ENSMUSG00000028602	Tnfrsf8	tumor necrosis factor receptor superfamily, member 8 [Source:MGI Symbol;Acc:MGI:99908]	21941
ENSMUSG00000028635	Edn2	endothelin 2 [Source:MGI Symbol;Acc:MGI:95284]	13615
ENSMUSG00000028645	Slc2a1	solute carrier family 2 (facilitated glucose transporter), member 1 [Source:MGI Symbol;Acc:MGI:95755]	20525
ENSMUSG00000028657	Ppt1	palmitoyl-protein thioesterase 1 [Source:MGI Symbol;Acc:MGI:1298204]	19063
ENSMUSG00000028691	Prdx1	peroxiredoxin 1 [Source:MGI Symbol;Acc:MGI:99523]	18477
ENSMUSG00000028713	Cyp4b1	cytochrome P450, family 4, subfamily b, polypeptide 1 [Source:MGI Symbol;Acc:MGI:103225]	13120
ENSMUSG00000028717	Tal1	T cell acute lymphocytic leukemia 1 [Source:MGI Symbol;Acc:MGI:98480]	21349
ENSMUSG00000028763	Hspg2	perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]	15530
ENSMUSG00000028766	Alpl	alkaline phosphatase, liver/bone/kidney [Source:MGI Symbol;Acc:MGI:87983]	11647
ENSMUSG00000028771	Ptpn12	protein tyrosine phosphatase, non-receptor type 12 [Source:MGI Symbol;Acc:MGI:104673]	19248
ENSMUSG00000028776	Tinagl1	tubulointerstitial nephritis antigen-like 1 [Source:MGI Symbol;Acc:MGI:2137617]	94242
ENSMUSG00000028780	Sema3c	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]	20348
ENSMUSG00000028793	Rnf19b	ring finger protein 19B [Source:MGI Symbol;Acc:MGI:1922484]	75234
ENSMUSG00000028832	Stmn1	stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]	16765
ENSMUSG00000028838	Extl1	exostosin-like glycosyltransferase 1 [Source:MGI Symbol;Acc:MGI:1888742]	56219
ENSMUSG00000028843	Sh3bgrl3	SH3 domain binding glutamic acid-rich protein-like 3 [Source:MGI Symbol;Acc:MGI:1920973]	73723
ENSMUSG00000028859	Csf3r	colony stimulating factor 3 receptor (granulocyte) [Source:MGI Symbol;Acc:MGI:1339755]	12986
ENSMUSG00000028862	Map3k6	mitogen-activated protein kinase kinase kinase 6 [Source:MGI Symbol;Acc:MGI:1855691]	53608
ENSMUSG00000028864	Hgf	hepatocyte growth factor [Source:MGI Symbol;Acc:MGI:96079]	15234
ENSMUSG00000028871	Rspo1	R-spondin 1 [Source:MGI Symbol;Acc:MGI:2183426]	192199
ENSMUSG00000028873	Cdca8	cell division cycle associated 8 [Source:MGI Symbol;Acc:MGI:1196274]	52276
ENSMUSG00000028874	Fgr	FGR proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:95527]	14191
ENSMUSG00000028943	Espn	espin [Source:MGI Symbol;Acc:MGI:1861630]	56226
ENSMUSG00000028965	Tnfrsf9	tumor necrosis factor receptor superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101059]	21942
ENSMUSG00000028967	Errfi1	ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405]	74155
ENSMUSG00000028978	Nos3	nitric oxide synthase 3, endothelial cell [Source:MGI Symbol;Acc:MGI:97362]	18127
ENSMUSG00000028996	Rbp7	retinol binding protein 7, cellular [Source:MGI Symbol;Acc:MGI:1890409]	63954
ENSMUSG00000029019	Nppb	natriuretic peptide type B [Source:MGI Symbol;Acc:MGI:97368]	18158
ENSMUSG00000029061	Mmp23	matrix metallopeptidase 23 [Source:MGI Symbol;Acc:MGI:1347361]	26561
ENSMUSG00000029070	Mxra8	matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011]	74761
ENSMUSG00000029075	Tnfrsf4	tumor necrosis factor receptor superfamily, member 4 [Source:MGI Symbol;Acc:MGI:104512]	22163
ENSMUSG00000029082	Bst1	bone marrow stromal cell antigen 1 [Source:MGI Symbol;Acc:MGI:105370]	12182
ENSMUSG00000029084	Cd38	CD38 antigen [Source:MGI Symbol;Acc:MGI:107474]	12494
ENSMUSG00000029096	Htra3	HtrA serine peptidase 3 [Source:MGI Symbol;Acc:MGI:1925808]	78558
ENSMUSG00000029123	Stk32b	serine/threonine kinase 32B [Source:MGI Symbol;Acc:MGI:1927552]	64293
ENSMUSG00000029135	Fosl2	fos-like antigen 2 [Source:MGI Symbol;Acc:MGI:102858]	14284
ENSMUSG00000029167	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha [Source:MGI Symbol;Acc:MGI:1342774]	19017
ENSMUSG00000029177	Cenpa	centromere protein A [Source:MGI Symbol;Acc:MGI:88375]	12615
ENSMUSG00000029178	Klf3	Kruppel-like factor 3 (basic) [Source:MGI Symbol;Acc:MGI:1342773]	16599
ENSMUSG00000029188	Slc34a2	solute carrier family 34 (sodium phosphate), member 2 [Source:MGI Symbol;Acc:MGI:1342284]	20531
ENSMUSG00000029193	Cckar	cholecystokinin A receptor [Source:MGI Symbol;Acc:MGI:99478]	12425
ENSMUSG00000029201	Ugdh	UDP-glucose dehydrogenase [Source:MGI Symbol;Acc:MGI:1306785]	22235
ENSMUSG00000029204	Rhoh	ras homolog family member H [Source:MGI Symbol;Acc:MGI:1921984]	74734
ENSMUSG00000029205	Chrna9	cholinergic receptor, nicotinic, alpha polypeptide 9 [Source:MGI Symbol;Acc:MGI:1202403]	231252
ENSMUSG00000029207	Apbb2	amyloid beta (A4) precursor protein-binding, family B, member 2 [Source:MGI Symbol;Acc:MGI:108405]	11787
ENSMUSG00000029223	Uchl1	ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]	22223
ENSMUSG00000029231	Pdgfra	platelet derived growth factor receptor, alpha polypeptide [Source:MGI Symbol;Acc:MGI:97530]	18595
ENSMUSG00000029245	Epha5	Eph receptor A5 [Source:MGI Symbol;Acc:MGI:99654]	13839
ENSMUSG00000029249	Rest	RE1-silencing transcription factor [Source:MGI Symbol;Acc:MGI:104897]	19712
